full_text,sentiment_label,sentiment_score
nasib mayoritas udah milih pasangan yg pro kenaikan ppn diprotes kaya apapun ttp ga berubah krn uda mayoritas dipilih pilpres kemarin selamat menikmatilah,positive,3.0
aja gue dapet email kemarin bilangnya promo yg gue nikmati habis kenaikan rb ppn kek gue ngga pake promo pasang udah bayar segituuuu,positive,12.0
inflasi cepat akibat penyesuaian harga perusahaan mengantisipasi kenaikan ppn ekonomi adadikompas,positive,9.0
kenaikan ppn persen menyebabkan dampak berantai ppn bersifat multistage tax dikenakan rantai produksi distribusi ekonomi adadikompas,negative,-1.0
upah dinaikin justified kenaikan ppn wkakaka,negative,-2.0
gua gasuka buzzer pks kayak gini nih lu kalo mempertimbangkan ppn iuran tapera iuran bpjs dll aja buset gak berasa kenaikan umpnya,negative,-14.0
astagamangkanya kunyah pelan diatas spill peluang mmbatalkan kenaikan pajak prtambahan nilai ppn namn hrs dsetujui trlebih dpr revisi sndiri persetujuan pemerintah dpr,positive,5.0
dikit loh lom kenaikan ppn upahpenghasilan naikbertambah pengeluaran meningkat minimal kenaikan ppn,negative,-10.0
garuda security meretas situs pemerintah protes kenaikan pajak meretas situs web pemerintah mengkritik rencana kenaikan pajak pertambahan nilai ppndengan mempersulit kehidupan masyarakat,negative,-6.0
jd kunyah pelan ya yg bahas isu bkn msa yg dpt merubah krn kalah suara skrng fraksi gk stuju kenaikan ppn tinggal skrng president menanggapi ato enggak jd dicatat yg bahas,positive,3.0
peluang membatalkan kenaikan pajak pertambahan nilai ppn namn hrs disetujui dpr revisi persetujuan pemerintah dpr,positive,2.0
rencana implementasi coretax kenaikan ppn rencana nya efektif januari mari tunggu semoga hasil terbaik,positive,7.0
trus lg yg komen kalo kenaikan ppn dah kantor org tsb lu pikir yg idup lu doang yg mrasa kaga dipikir smua org monyet ksel bgt,negative,-7.0
tolak kenaikan ppn pecat srimulyani dah menteri keuangan,negative,-12.0
penolakan kenaikan tarif ppn muncul insentif ppnbm otomotif simsalabim abrakadabra tarno ketarketir,negative,-2.0
ump dihajar ppn kenaikan barang blm ditambah perusahaan yg gak kuat ngikuti ump otomatis pengurangan pegawai maju kena mundur kena miris,negative,-2.0
fraksi jg menolak menunda mengevaluasi kenaikan ppn mas,negative,-4.0
coba mengkompensasy kenaikan ppn mengkunci angka lgsg top down implementasinya,positive,3.0
dibandingkan kenaikan ppn kebanting banget yah,positive,1.0
pemerintah mempertimbangkan ulang rencana kenaikan pajak pertambahan nilai ppn persen januari kenaikan ppn memperberat kondisi ekonomi bisnis sisi konsumen produsen ppnpersen kenaikanppn,positive,2.0
well gak generalisir ga sesuai background tp menteri keuangan sih ga ya tp apalah kebijakan kenaikan ppn milih utusan raffi sm si gus alasannya gbisa sembarangan nunjuk jabatan,positive,2.0
pengamat ekonomi menilai kenaikan upah minimum enggak berdampak signifikan ppn kenaikan menambah beban pelaku usaha bersaing sektor informal banjirnya barang impor pasar,negative,-11.0
th ketat ya kenaikan ppn jg umkmpengusaha nakal yg ga terendus pajak beli barang ga pake ppn pdhl dgn beli barang nyantumin no nik udh otomatis kedetect,negative,-6.0
indo tidak dgn kenaikan ppn stay korsel darurat militer ancang perang berasa dukungan semesta pindah deutschland,negative,-14.0
rakyat yg ga direken dlm apapun tmsk pemaksaan kenaikan ppn sdh muak dgn arogansi pejabat yg gagal menerjemahkan amanat penderitaan rakyat dgn menerbitkan aturan yg memberatkan ga trima kaumnya direndahkan,negative,-16.0
sabun mandi pasta gigi konon tokoh komunis tertangkap gua persembunyian krn yg disuruh belikan benda yg kaum proletar sgt butuh barang pabrikan tlh jd barang pokok alami ekses kenaikan ppn,negative,-14.0
penurunan harga tiket pesawat terganjal kenaikan ppn,negative,-9.0
gila ya kek bener up and down aja kejadian diseluruh bumi aja jalannya seberat wqwq memasuki dah disambut kenaikan ppn wkwkwk sehat,positive,6.0
staf ahli menteri keuangan bidang ekonomi makro keuangan internasional parjiono kenaikan ppn berlaku januari parjiono kebijakan mengecualikan kelompok menjaga daya beli smartnews,negative,-6.0
kenaikan ppn kenaikan anggaran kementrian orang stres menghina bakul es teh penyalah gunaan jabatan kemendes pemberantasan judol garang trus lemas maraknya pembunuhan kekerasan yg lakukan aparat isi,negative,-13.0
dampak kenaikan ppn gen siapsiap harga langganan platform streaming,positive,4.0
daya beli masyarakat kian melemah kenaikan ppn harga turun daya beli lemah lemahnya daya beli berdampak umkm perusahaan developer rumah,positive,2.0
batalkan kenaikan ppn jgn perlawanan dr rakyat,negative,-4.0
also sri mulyani tambahi berat ekonomi kalean kenaikan ppn berdampak kenaikan harga barang,positive,3.0
pemerintah resmi mengumumkan wacana kenaikan pajak pertambahan nilai ppn persen keputusan diambil sesuai undangundang harmonisasi peraturan perpajakan rincian kebijakan,positive,19.0
pajak pertambahan nilai ppn persen pemerintah hasil kenaikan pajak rakyat peningkatan pajak merugikan perempuan kelompok miskin berpenghasilan,negative,-9.0
habis sogok buruh kenaikan upah pemerintah berani koar koar naikkan ppn,negative,-5.0
beli tolak angin cair madu sido muncul kotak isi sachet harganya rp kakek jualan semangat banget ngomongin kenaikan ppn,negative,-9.0
pakar sorot tajam kenaikan ppn solusi beban,negative,-1.0
kenaikan ppn bentuk kebijakan kesejahteraaan rakyat ppn kebijakanpemerintah indonesiamaju indonesia programprabowo kabinetmerahputih ppnpersen,positive,7.0
top news dampak kenaikan ppn tenaga industri tekstil cpo baca selengkapnya berita hukum politik ekonomi,positive,3.0
nanya gak sikap bayar gaji kenaikan ppn,negative,-1.0
menkeu sri mulyani bungkam kenaikan ppn persen menkeu srimulyani,negative,-1.0
teladan lbh menyaran menyarang ktimbang omongan bangsa ni teladan ktk treak etik ndasmu anak pongah goblokkan musim hujan jualan es teh dpn publik panggung bergelak panggung tersedak kenaikan ppn hadang,negative,-14.0
kenaikan ump persen serap tenaga kerja ppn persen ditinjau ulang,positive,9.0
kenaikan ppn persen picu kelas menengah turun,negative,-3.0
masuk akal pemerintah keknya gencer banget ambil uang rakyat pajak tapera kenaikan ppn yg diusulkan keknya emang ancur banget,negative,-9.0
isu dilempar pemerintah menutupi isu kenaikan ppn,negative,-2.0
menko arlaingga pastikan kenaikan ppn persen diumumkan pekan,positive,5.0
pemerintah kementerian keuangan kenaikan tarif pajak pertambahan nilai ppn persen diberlakukan selengkapnya kemenkeu kementrian keuangan ppnpersen pajak,positive,2.0
kenaikan ppn tekan laba asuransi penjelasan aaui,positive,5.0
anjir non voters pas kemaren peringatan darurat kenaikan ppn,negative,-2.0
pemerintah menerapkan kenaikan pajak pertambahan nilai ppn kebijakan diberlakukan januari,positive,5.0
sukses mas ahy airlangga kenaikan ppn pemerintah keputusan dpr salah ciri negara kebangkrutan menambah beban kenaikan pajak rakyatnya surga asing neraka pribumi,negative,-7.0
maha pengasih allah maha kuasa tolong bisikan kpd presiden menkeu kenaikan ppn dibatalkan sdh bayar jenis pajak pungutan kewajiban kebutuhan penuhi kemana mengadu,positive,21.0
rencana kenaikan tarif pajak pertambahan nilai ppn persen bergulir staf ahli menteri keuangan bidang ekonomi makro keuangan internasional kementerian keuangan kemenkeu parjiono pemerintah memperhatikan dampak kenaikan tarif,negative,-4.0
apanya yg berhasil rakyat miskin ditambah wacana kenaikan ppn rakyat membiayai gaya hidup hedonis,negative,-10.0
maju mundur tarif ppn kena beban kenaikan tarif pajak pertambahan nilai ppn bikin panas menteri keuangan ngotot amanat uu luhut bilang diundur baca selengkapnya link,negative,-6.0
ekonom kenaikan ppn picu penghindaran pajak sumber cnn indonesia foto cnn indonesia kenaikanppn kenaikanppnpersen kenaikanppn pajak,negative,-3.0
ppn kayak hujan deras ribet payung perjalanan aman kuncinya perencanaan yuk atur keuangan biar menghadapi kenaikan,negative,-7.0
antisipasi kenaikan ppn fokus belanja esensial kebutuhan utama manfaatkan promo amp diskon rencanakan belanja tarif cek anggaran rutin biar sesuai rencana aplikasi fridm bantu atur stay tuned,negative,-4.0
polemik kenaikan pajak pertambahan nilai ppn berlanjut,positive,5.0
yg berat pemerintahan prabowowaktunya bayar utang anggaran ikn program makan gratis menaikan gaji pns menaikan upah buruh ekonomi masyarakat lesu pabrikusaha gulung tikar ditambah kenaikan ppn pencsubsidi bbm dll,negative,-5.0
yg berat pemerintahan prabowowaktunya bayar utang anggaran ikn program makan gratis menaikan gaji pns menaikan upah buruh ekonomi masyarakat lesu pabrikusaha gulung tikar ditambah kenaikan ppn pencsubsidi bbm dll,negative,-5.0
bangun aja ga perhitungan yg efisien efektif skrg rakyat bayar hutang salah satunya kenaikan ppn,negative,-1.0
anggota dewan koplok kl membatalkan kenaikan ppn acungkan jempol,negative,-2.0
parlemen korea membatalkan darurat militer dpr ri membatalkan kenaikan ppn tp silakan hehe,negative,-5.0
berbusa busa teoriintinya rakyatpaham pemerintah menerapkan kenaikan pajak pertambahan nilai ppn kebijakan diberlakukan januari,positive,5.0
airlangga kenaikan ppn pemerintah keputusan dpr salah ciri negara kebangkrutan menambah beban kenaikan pajak rakyatnya ehem,negative,-5.0
menko airlangga pastikan kenaikan ppn persen pekan dibarengi insentif industri padat karya,positive,8.0
kenaikan ppn bikin beban rakyat berat kebutuhan seharihari aja udah susah,negative,-3.0
kementerian keuangan kemenkeu kenaikan pajak pertambahan nilai ppn diberlakukan januari menuai protes kelesuan ekonomi simak selengkapnya,negative,-7.0
tertulisnya sih ppn ppn masyarakat ppn titik pemahaman kemenkeu ppn kenaikan ppn niatnya menaikkan inflasi masyarakat kurangnya daya beli krisis tenaga kerja pelit,negative,-4.0
pemerintah menerapkan kenaikan pajak pertambahan nilai ppn kebijakan diberlakukan januari staf ahli menteri keuangan bidang ekonomi makro keuangan internasional parjiono kebijakan mengecualikan,positive,8.0
apbn terpuruk akibat jokowi melaksanakan pembangunan ugalugalan yg dibiayai dgn berhutang kenaikan ppn terwujud rakyat yg memikul apbn sehat prabowo berani audit investigasi pemanfaatan ribuan triliun hutang tsb,negative,-16.0
diperparah ketidakpastian sikap menentukan kebijakan kenaikan ppn presiden,positive,8.0
bonsas bansos bonsas bansos nambah kerjaan politik udah gak bansos bansosan ngasih bansos mending anggaran bansosnya nutup pajak aja biar gaada kenaikan ppn,negative,-6.0
ngeselin emang cloud aja uda ngasih info kenaikan ppn,negative,-6.0
terima kenaikan ppn smg phk pajak jg py kebijakan yg membumi tidak tarik asset sgla krn kdng pelaku krg paham jk paham modal produksi realistisyg semangat ya gaess,positive,3.0
terima kenaikan ppn smg perpajakan mempy kebijakan yg membumi tdk main tarik asset yg merugikan pelaku kdng pelaku usaha blm paham jk paham mmg realistis yg bt ppn diputer modal biayamknya semangat produksi om eh,positive,10.0
terkait kenaikan pajak ppn persen bankir berharap masyarakat mantab makan tabungan news,negative,-3.0
kenaikan tarif ppn berdampak pd pelaku usaha hrs menaikkan hrg produk berdampak pd penurunan omset usaha pngurangan kapasitas produksi amp pngurangan jml karyawan phk dibrbagai sektor usaha mkin mengancam pemimpinpengurusrakyat butuhkepemimpinanislam,negative,-5.0
daya beli kelas menengah amblas desak batalkan kenaikan ppn revisi kebijakan ukt,negative,-7.0
daya beli kelas menengah amblas desak batalkan kenaikan ppn revisi kebijakan ukt,negative,-7.0
direktur eksekutif celios bhima yudhistira kenaikan tarif ppn menyebabkan daya beli masyarakat menurun penjualan produk sekunder kendaraan bermotor elektronik menurun pemimpinpengurusrakyat butuhkepemimpinanislam,negative,-1.0
kenaikan tarif ppn berdampak signifikan penurunan daya beli konsumsi masyarakat pemimpinpengurusrakyat butuhkepemimpinanislam,negative,-6.0
kenaikan tarif ppn dinilai tidak optimal meningkatkan penerimaan negara pemimpinpengurusrakyat butuhkepemimpinanislam,negative,-5.0
kenaikan tarif ppn meningkatkan pendapatan negara mengurangi utang pemimpinpengurusrakyat butuhkepemimpinanislam,negative,-5.0
manajer riset center for indonesia taxation analysis cita fajry akbar memprediksi kenaikan tarif ppn meningkatkan penerimaan pajak rp triliun pemimpinpengurusrakyat butuhkepemimpinanislam,negative,-1.0
kenaikan tarif ppn bertujuan meningkatkan penerimaan negara mendukung pembiayaan pembangunan mengurangi ketergantungan utang pemimpinpengurusrakyat butuhkepemimpinanislam,negative,-4.0
ylki desak pemerintah tunda batalkan kenaikan ppn persen,negative,-1.0
kenaikan ppn bukti pemerintah gagal menarik investor asing terjebak utang negeri menggunung rp triliun investasi meningkat beban utang membengkak memaksa pemerintah memeras rakyat,negative,-23.0
jelang masyarakat siapsiap menerima kado pahit kenaikan tarif pajak pertambahan nilai ppn januari pemimpinpengurusrakyat butuhkepemimpinanislam,positive,7.0
dibanding capek bansos utk kelas menengah mending batalkan kenaikan ppn gtu aja repot sok pakai skemaan,negative,-8.0
ketimbang ppn persen ylki usulkan kenaikan cukai gula rokok,negative,-1.0
kenaikan pajak pertambahan nilai ppn berlaku januari gtgt detikfinance pajak ppn ppnnaik ppn,negative,-1.0
ppn tarif linkedin premium penyesuaian kenaikan tsb budget disarankan ambil paket setahun langsung,positive,8.0
ppn ditunda daya beli masyarakat lemah kenaikan pajak memberika efek domino kedepannya pengurangan subsidi bbm tingkatkan daya beli masyarakat,negative,-1.0
majelis pekerja butuh indonesia mpbi diy menolak kenaikan tarif pajak pertambahan nilai ppn januari,negative,-4.0
anjingnya penjual es merasakan kenaikan ppn ya allah ya orang menengah negara bangsat,positive,8.0
sinyal kuat kemenkeu kenaikan ppn jalan,negative,-1.0
kementerian keuangan kenaikan ppn persen berlaku januari ketua dewan ekonomi nasional luhut binsar pandjaitan kenaikan ditunda gimana nih,negative,-1.0
barang pendukungnya karung proses penggilingannya bebas kenaikan ppn kah mas pras,negative,-3.0
the prakarsa menilai kenaikan ppn persen amp adil,negative,-1.0
anak buah sri mulyani pastikan kenaikan tarif ppn persen berlaku,positive,1.0
dampak kenaikan ppn macammacam menekan konsumsi rumah tangga kutip kompas sumber pertumbuhan konsumsi rumah tangga komponen terbesar berkontribusi produk domestik bruto pdb persen sayangnya,negative,-3.0
orang yg bilang bisnis restoran cafe gak ikutan terimbas kenaikan ppn restoran gak kena ppn excuseme pembelian bahan baku bisnis fampb dikenakan ppn hpp nya ikutan alhasil pengusaha menaikan harga jual produknya,negative,-4.0
luhut kenaikan tarif ppn undur airlangga penyesuaian ppn persen otomatis news,positive,8.0
sri mulyani kenaikan ppn persen jalan bantah ucapan luhut ditunda,negative,-1.0
pemerintah menggelontorkan bantuan sosial kenaikan tarif ppn persen tidak menggerus daya beli kelompok masyarakat berpenghasilan rendah,negative,-10.0
amanah uu kemenkeu pastikan kenaikan ppn persen berlaku link artikel,positive,6.0
ya pkp wajib lapor perhatikan mata rantai distribusi logistik bkp dibebaskan tsb manjadi hpp penjualannya terkena dampak kenaikan ppn tsb tidak harga pokok shock,negative,-3.0
target kenaikan ppn berjuta rakyat pembeli cctv mandiri dipalakin ppn mencekik,negative,-5.0
nasdem mendukung penundaan kenaikan pajak pertambahan nilai ppn berlaku januari anggota badan anggaran banggar dpr ri fraksi partai nasdem rico sia pajaknaik ppnnaik pajak tundakenaikanpajak,negative,-12.0
pro kontra kenaikan ppn berlanjut menunggu keputusan berbagi info barang kebutuhan pokok beras garam daging telur sayur amp buahan tdk kena ppn alias bentuk dukungan memenuhi kebutuhan pokok,positive,10.0
pemerintah tunda kenaikan ppn persen ekonom singgung,negative,-2.0
kenaikan ppn berlaku januari pengecualian golongan nggak,negative,-2.0
kenaikan ppn berlaku januari pengecualian golongan nggak,negative,-2.0
solusinya bansos cancel ppn pajak solusinya bansos subsidi bbm cabut solusinya bansos kenaikan harga pangan bansos lagikok bansos mulu digeber,positive,5.0
kenaikan pajak ppn persen sesuai amanat uu harmonisasi peraturan perpajakan presidenprabowo ppn ekonomi maju indonesia maju,positive,5.0
kenaikan pajak ppn persen sesuai amanat uu harmonisasi peraturan perpajakan presidenprabowo ppn ekonomi maju indonesia maju,positive,5.0
kenaikan pajak ppn persen sesuai amanat uu harmonisasi peraturan perpajakan presidenprabowo ppn ekonomi maju indonesia maju,positive,5.0
kenaikan pajak ppn persen sesuai amanat uu harmonisasi peraturan perpajakan presidenprabowo ppn persen ekonomi maju indonesia maju,positive,7.0
lembaga kementerian penambahan anggaran solusinya mencekik rakyat bentuk kenaikan ppn pph pajak,negative,-1.0
kenaikan tarif pajak pertambahan nilai ppn berlaku januari kejelasan pembatalan penundaan kebijakan simak selengkapnya,positive,2.0
bansos aja ya mending tunda kenaikan ppn berlakukan ppn masyarakat berpenghasilan minimal juta pertahun,positive,3.0
halo sobatkpa kenaikan tarif ppn dinilai momentum pembenahan sistem pajak,negative,-3.0
pemerintah mempertimbangkan rencana kenaikan pajak pertambahan nilai ppn pasalnya dampak langsungnya daya beli masyarakat mengkoreksi perekonomian indonesia selengkapnya,negative,-6.0
ngapain bansos anjir mending cancel kenaikan ppn bansos menguntungkan korupsi,negative,-7.0
djp mengeklaim kebijakan kenaikan tarif ppn didahului kajian ilmiah proses dpr,positive,8.0
we listen we don judge gw sbnrnya ga suka skema bansos pemerintah kya gini krna seakan melihara kemiskinan bansos solusi berkelanjutan knpa ga milih batalin kenaikan ppn nya,positive,3.0
badko hmi sulutgo tolak kenaikan ppn persen regional,negative,-2.0
emang pengacara ya biar redup ga naikin dramaan ga kelar kelar ni ges kayanya yg deh ppn ga yg demo keputusan ga jadikan inget kenaikan ppn kenaikan harga kebutuhan jd,positive,11.0
mengatasi masalahmasalah skr berpengaruh situasi ekonomi industri investasi policy nya smkin dipersulit trjadi kenaikan ppn dinamika percayalah gelombang layoff besaran,positive,4.0
kenaikan ppn rencana pengampunan pajak dianggap tidak adil,negative,-9.0
maksudnya bayar kenaikan ppn ditukar dgn bancos èèh bansos metode bantuannya juragan oligarki,negative,-12.0
thn kenaikan ppn hrg mahal,positive,1.0
kenaikan ppn ditunda tagar dimensity parcok yeontan tannie agus kasuspekerjafnb sylus,negative,-3.0
duga statement yg dikeluarkan pemerintah gocekan aja gak peduli memaksakan kenaikan ppn pajakmencekik,positive,6.0
hi kak penambahan biaya cfx tidak terkait kenaikan pajak ppn pph ya biaya cfx berbeda ya kak,negative,-4.0
sembako obat obatan kebutuhan rumah tangga harga barang pasar langkah serius pemerintah membatalkan kenaikan ppn pajakmencekik,positive,6.0
kenaikan ppn didukung stimulus menjaga daya beli masyarakat tagar dimensity parcok yeontan tannie agus kasuspekerjafnb sylus,negative,-7.0
eks dirjen pajak era gus dur sby kenaikan ppn dibatalkan,negative,-6.0
dampak ppn persen memberatkan masyarakat pemerintah mengatasinya secuil bansos masyarakat dikasih bansos batalkan kenaikan ppn persen,positive,3.0
kenaikan ppn merontokan daya beli pendapatan pemerintah tambahan ppn tidak rakyat sengsara,negative,-7.0
isu kenaikan ppn diundur meredam gejolak gimana aksinya,negative,-6.0
sri mulyani menyebut kenaikan tarif ppn sesuai mandat undangundang dirancang mempertimbangkan aspek ekonomi menjaga stabilitas apbn jangka pendapatmu kebijakan muhammadiyah diktilitbang kampusmuhammadiyah pajakpertambahannilai,positive,7.0
nominalnya anak rb porsinya yg akibat ppn harga barang meroket krn issu kenaik upah kenaikan gaji pns dsbnya,negative,-4.0
harga pangan sayur fluktuatif yg korban dgn pagu segitu kenaikan gas bbm ppn kayak nya pesimis seimbang harga std gizi program instan yg kacau kabinet yg pegang,negative,-13.0
dapet email ginian kaitannya kenaikan ppn januari ntar berlakunya bang,positive,2.0
dipikir sih beliau hutang besaran lakukan presiden jokowi kenaikan pajak ppn undangkan jokowi ibukota negara pindahkan jokowi krjaan presiden ringan jgn nambh hutang ya,negative,-2.0
kenaikan ppn persen perkuat perekonomian nasional ppnpersenuntukrakyat langkahstrategisppn kesejahteraanmelaluippn ppnnaikrakyatsejahtera ppnpersenbijak,positive,2.0
beliau kemenkeu dipecah yg urusi penerimaan anggaran investasi negeri si sri mulyani menkeu kemenkeu ngga dipisah kenaikan ppn dijalankan,negative,-2.0
kenaikan ppn tinggal sehari,negative,-2.0
dampak kenaikan ppn persen perekonomian makro kesejahteraan masyarakat dikaji komprehensif opini adadikompas,negative,-1.0
bertahun gak kenaikan signifikan inflasi wajar kali ump dinaikkan segitu berbarengan kenaikan ppn memberatkan dunia usaha pajak orang kaya diberesin diampuni,negative,-12.0
desember gemoy pusing gimmick politiknya tiket pesawat diturunkan tidak enakan pengusaha maskapai bantalan sosial kenaikan gaji ppn mencekik,negative,-6.0
mantan dirjen pajak hadi poernomo mendesak pemerintah tidak menunda membatalkan kenaikan tarif pajak pertambahan nilai ppn,negative,-13.0
wuling pasrah hadapi kenaikan ppn persen pajak daerah,negative,-1.0
kenaikan upah buruh bermanfaat ppn persen,positive,5.0
mantan dirjen pajak hadi poernomo mendesak pemerintah tidak menunda membatalkan kenaikan tarif pajak pertambahan nilai ppn,negative,-13.0
bener batalin kenaikan ppn drpd bingung bansos,positive,2.0
kenaikan umr efeknya berat instant phk massal perubahan status karyawan efeknya kelas kenaikan ppn kena org yg relatif duit utk konsumtif,positive,1.0
lho aneh nih kerjanya pemerintah klo skema bansos kls menengah kenaikan ppn utk menambah pendapatan negara yg tergerus biaya pengeluaran eh rencanakan skema utk danai bansos yg yah naikan pajak utk danai bansos,negative,-4.0
applaus pindahkan anggaran perjadin substance potong hemat apbn tdk kenaikan ppn org pura bodoh yg menganggarkan perjadin dgn dalih gdp emang gdp negara digerakkan perhotelan penerbangan better alihkan,negative,-4.0
kenaikan upah buruh bermanfaat ppn persen,positive,5.0
duh kenaikan ppn kabar buruk gen,negative,-10.0
kelas menengah dibansosin tu gimaneh ceritanyahhhhhh kalo kelas menengah jd misqin krn kenaikan ppn ya blm layak ppn dikit bansos cubit jg nih ginjalnya si ndut prabski amp gibratar,negative,-15.0
kenaikan upah buruh bermanfaat ppn persen,positive,5.0
manfaat kenaikan ppn,positive,5.0
mantan dirjen pajak hadi poernomo mendesak pemerintah mengundur membatalkan kenaikan tarif ppn,negative,-10.0
gass hestttt hahaha bonus thr kenaikan gaji puasa ppn relate bgt sih hahahahaha,negative,-1.0
kenaikan ppn persen dpr menunggu keputusan presiden,positive,6.0
strategi hyundai hadapi kenaikan ppn persen,positive,2.0
jelang masyarakat siapsiap menerima kado pahit kenaikan tarif pajak pertambahan nilai ppn januari pemimpinpengurusrakyat butuhkepemimpinanislam,positive,7.0
kenaikan ppn rebu menu gizi yg memadai prilly tiara mensos tanie,positive,3.0
kemarin uangku hilang ditengah situasi ekonomi global suram menjelang kenaikan ppn mona ngis,negative,-3.0
kagak dibatalin aja ntu kenaikan ppn ya,positive,2.0
terbaru kepastian aturan kenaikan ppn persen diumumkan resmi berlaku cek,positive,4.0
presiden prabowo subianto menetapkan upah tidak mempertimbangkan kebijakankebijakan dikeluarkan jabatannya tapera kenaikan ppn persen pembatasan subsidi bbm iuran bpjs kesehatan tarif,negative,-10.0
bansos terosss butuh gaji yg sepadan kenaikan ppn,negative,-5.0
pemerintah jaga kestabilan harga pangan tunda kenaikan ppn,positive,6.0
berdampak buruk ekonomi rakyat kenaikan ppn persen layak ditunda demokrat dprdjatim demokratbersamarakyat demokratjatim jawatimur jatim,negative,-5.0
kenaikan pajak pertambahan nilai ppn persen berlaku ditunda alasannya,positive,4.0
ditambah makanan mahal kenaikan ppn rb aja beda rb hhhhhhhhhh,positive,3.0
presiden ppn pbb kenaikan bbm bpjs sim pajak kendaraan tau gk pungutan sdh menggerus umr bgi bpk biaya gk tpi bgi sdh sgt kejam sekalidri bbm sj harinya sdh menggerus dri umr,negative,-8.0
kebijakan kenaikan ppn persen langkah berani visioner pemerintah,positive,9.0
kebijakan kenaikan ppn persen langkah berani visioner pemerintah,positive,9.0
tarik ulur kenaikan ppn januari ditunda,positive,2.0
kenaikan ppn salah mempercepat pembangunan pengentasan kemiskinan daerah terpencil,negative,-9.0
ppn blm msh kaji dpr tp kenaikan berlakukan paraaah,positive,4.0
kenaikan ppn taun gw naikin gaji art kalo gajinya jt ya biar gampang aja ngitungnya,negative,-1.0
menteri koordinator bidang perekonomian airlangga hartarto pemerintah mengikuti dpr ri komisi xi terkait kenaikan pajak pertambahan nilai ppn persen mn airlanggahartarto ppnnaik dpr komisixi,positive,9.0
bebani masyarakat ylki tolak kenaikan ppn persen via,negative,-2.0
presiden prabowo subianto menetapkan upah tidak mempertimbangkan kebijakankebijakan dikeluarkan jabatannya tapera kenaikan ppn persen pembatasan subsidi bbm iuran bpjs kesehatan tarif,negative,-10.0
banyaknya investasi menyerap tenaga kerja menggerakkan roda perekonomian daya beli masyarakat terjaga menyambut kenaikan tarif ppn,positive,1.0
sebenernya mustahil dgn kondisi ppn krn menimbulkan efek domino kenaikan harga komoditas aja bnyk pedagang makananminuman yg naikin harga jga,positive,11.0
tolak kenaikan ppn persen via,negative,-2.0
dinilai bebani masyarakat kenaikan ppn persen ditinjau ulang via,positive,2.0
pemerintah tunda kenaikan ppn persen airlangga,positive,2.0
jalan kaki amp transum membekal thrifting pakai kupondiskon dst utamakan belanja tnp ppn intinya mindful spending amp mindful consumption fl mudah kl tujuanvalue yg dicapai cth environmentalism menolak kenaikan pajak counterconsumerism dsb,negative,-5.0
gua ngomongin rasio pajak kenaikan pajak ppn jenis pajak kebijakan pemerintah merugikan rakyat coba tebak kakak perempuan gua bilang enakan jaman jokowi,negative,-18.0
kenaikan ppn persen ditunda menguntungkan perekonomian negara kesejahteraan rakyat keberlangsungan kegiatan dunia usaha umkm pengelolaan negara serius kesejahteraan rakyat terjamin,positive,1.0
menkoperekonomian airlangga hartarto rencana kenaikan ppn rapimnas kadin,negative,-2.0
kena dampak kenaikan ppn,negative,-6.0
akademisi kampus surabaya dr liliek susilowati kenaikan tarif ppn tidak ditunda penarikan pajak dihentikan flashnews nasional,negative,-8.0
gelombang penolakan merebak seantero nusantara ekonom kenaikan ppn berbuntut tolakkenaikanppn tolakppnpersen mendesakgantikapolri,negative,-3.0
kenaikan ppn persen blm diberlakukan harga bahan pokok pasar sdh merangkak,negative,-1.0
rencana kenaikan ppn cermin tidak kreatifnya pemerintah mengeksplorasi sumber sumber penerimaan pajak negara memilih fokus kelompok masyarakat menengahbawah perluasan objek pajak menyasar orang kaya rasio,negative,-17.0
daya beli masyarakat lesu pemerintah genjot ppn protes menggema nusantara kenaikan angka keadilan ekonom memperingatkan dampaknya masyarakat menengahbawah,negative,-12.0
muhaimin iskandar alias cak imin tegaskan pemerintah merencanakan bansos terkait dampak kenaikan ppn persen cakimin ppn bansos muhaiminiskandar menterikoordinatorbidangpemberdayaanmasyarakat,negative,-1.0
menteri sosial mensos saifullah yusuf gus ipul buka suara wacana bantuan kelas menengah kenaikan ppn resmi,positive,1.0
orang yg kena kenaikan ppn,negative,-3.0
kadin pemerintah menunda rencana kenaikan ppn bonusdemografi indonesiaemas mewarnaiindonesia ppnpersen ekonomirakyat hargabarang kebijakanpajak stabilitasekonomi,negative,-2.0
luhut kenaikan ppn persen diundur,positive,2.0
ga ngaruh imo krn terlepas peraturan umr prakteknya ditemukan pekerjaan yg gajinya dibawah umr menaikkan umr gak menjustifikasi kenaikan ppn,negative,-2.0
dpr kenaikan ppn persen tunggu keputusan presiden ppnpersen dpr banggar luhutbinsar,positive,8.0
dikibuli negara ppn dinaikkan kenaikan totalnya disebabkan produk kena ppn bbrp kali supply chain tindakan ilegal shrsnya dituntut massal amp negara wajib kembalikan rakyat,positive,1.0
serikat buruh indonesia mengecam ihwal kenaikan upah minimum nasional ump persen diikuti naiknya pajak pertambahan nilai ppn persen januari focus ump bisnis videonews,positive,3.0
budiman yth mengkritik proses yg terkait kelas menengah meniadakan menunda rencana kenaikan ppn tsb mengurangi kelas menengah,negative,-6.0
kalahnya laju kenaikan penghasilan pengeluaran kebijakan pemerintah mengancam persiapan dana pensiun warga kelas menengah wacana kenaikan pajak pertambahan nilai ppn persen persen januari kenaikan ppn,positive,3.0
